column,action,method,reason,source_label,source_url
mcq371c___doing_reducing_salt,untouched,categorical_numeric_or_protected,Protected identifier or low-cardinality numeric code kept as categorical-like.,,
mcq371d___doing_reducing_fat_in_diet,untouched,categorical_numeric_or_protected,Protected identifier or low-cardinality numeric code kept as categorical-like.,,
mcq500___ever_told_you_had_any_liver_condition,untouched,categorical_numeric_or_protected,Protected identifier or low-cardinality numeric code kept as categorical-like.,,
mcq510a___liver_condition_fatty_liver,untouched,categorical_numeric_or_protected,Protected identifier or low-cardinality numeric code kept as categorical-like.,,
mcq510b___liver_condition_non_alcoholic_fatty_liver,untouched,categorical_numeric_or_protected,Protected identifier or low-cardinality numeric code kept as categorical-like.,,
mcq510c___liver_condition_alcoholic_liver_disease,untouched,categorical_numeric_or_protected,Protected identifier or low-cardinality numeric code kept as categorical-like.,,
mcq510d___liver_condition_hepatitis,untouched,categorical_numeric_or_protected,Protected identifier or low-cardinality numeric code kept as categorical-like.,,
mcq510e___liver_condition_autoimmune,untouched,categorical_numeric_or_protected,Protected identifier or low-cardinality numeric code kept as categorical-like.,,
mcq510f___liver_condition_other,untouched,categorical_numeric_or_protected,Protected identifier or low-cardinality numeric code kept as categorical-like.,,
mcq520___abdominal_pain_during_past_12_months?,untouched,categorical_numeric_or_protected,Protected identifier or low-cardinality numeric code kept as categorical-like.,,
mcq530___where_was_the_most_uncomfortable_pain,untouched,categorical_numeric_or_protected,Protected identifier or low-cardinality numeric code kept as categorical-like.,,
mcq540___ever_seen_a_dr_about_this_pain,untouched,categorical_numeric_or_protected,Protected identifier or low-cardinality numeric code kept as categorical-like.,,
mcq550___has_dr_ever_said_you_have_gallstones,untouched,categorical_numeric_or_protected,Protected identifier or low-cardinality numeric code kept as categorical-like.,,
mcq560___ever_had_gallbladder_surgery?,untouched,categorical_numeric_or_protected,Protected identifier or low-cardinality numeric code kept as categorical-like.,,
medication_1,untouched,non_numeric,Non-numeric column preserved as-is.,,
medication_10,untouched,non_numeric,Non-numeric column preserved as-is.,,
medication_11,untouched,non_numeric,Non-numeric column preserved as-is.,,
medication_12,untouched,non_numeric,Non-numeric column preserved as-is.,,
medication_13,untouched,non_numeric,Non-numeric column preserved as-is.,,
medication_14,untouched,non_numeric,Non-numeric column preserved as-is.,,
medication_15,untouched,non_numeric,Non-numeric column preserved as-is.,,
medication_16,untouched,non_numeric,Non-numeric column preserved as-is.,,
medication_17,untouched,non_numeric,Non-numeric column preserved as-is.,,
medication_18,untouched,non_numeric,Non-numeric column preserved as-is.,,
medication_19,untouched,non_numeric,Non-numeric column preserved as-is.,,
medication_2,untouched,non_numeric,Non-numeric column preserved as-is.,,
medication_20,untouched,non_numeric,Non-numeric column preserved as-is.,,
medication_21,untouched,non_numeric,Non-numeric column preserved as-is.,,
medication_22,untouched,non_numeric,Non-numeric column preserved as-is.,,
medication_3,untouched,non_numeric,Non-numeric column preserved as-is.,,
medication_4,untouched,non_numeric,Non-numeric column preserved as-is.,,
medication_5,untouched,non_numeric,Non-numeric column preserved as-is.,,
medication_6,untouched,non_numeric,Non-numeric column preserved as-is.,,
medication_7,untouched,non_numeric,Non-numeric column preserved as-is.,,
medication_8,untouched,non_numeric,Non-numeric column preserved as-is.,,
medication_9,untouched,non_numeric,Non-numeric column preserved as-is.,,
menopause,untouched,categorical_numeric_or_protected,Protected identifier or low-cardinality numeric code kept as categorical-like.,,
myalgia,untouched,categorical_numeric_or_protected,Protected identifier or low-cardinality numeric code kept as categorical-like.,,
nan_group,untouched,non_numeric,Non-numeric column preserved as-is.,,
ocd150___type_of_work_done_last_week,untouched,categorical_numeric_or_protected,Protected identifier or low-cardinality numeric code kept as categorical-like.,,
ocd383___main_reason_did_not_work_last_week,untouched,categorical_numeric_or_protected,Protected identifier or low-cardinality numeric code kept as categorical-like.,,
ocq210___usually_work_35_or_more_hours_per_week,untouched,categorical_numeric_or_protected,Protected identifier or low-cardinality numeric code kept as categorical-like.,,
ocq670___overall_work_schedule_past_3_months,untouched,categorical_numeric_or_protected,Protected identifier or low-cardinality numeric code kept as categorical-like.,,
oral_decayed_teeth_yesno,untouched,categorical_numeric_or_protected,Protected identifier or low-cardinality numeric code kept as categorical-like.,,
oral_gum_problem_yesno,untouched,categorical_numeric_or_protected,Protected identifier or low-cardinality numeric code kept as categorical-like.,,
oral_hygiene_issue_yesno,untouched,categorical_numeric_or_protected,Protected identifier or low-cardinality numeric code kept as categorical-like.,,
osq230___any_metal_objects_inside_your_body?,untouched,categorical_numeric_or_protected,Protected identifier or low-cardinality numeric code kept as categorical-like.,,
overweight,untouched,categorical_numeric_or_protected,Protected identifier or low-cardinality numeric code kept as categorical-like.,,
paq605___vigorous_work_activity,untouched,categorical_numeric_or_protected,Protected identifier or low-cardinality numeric code kept as categorical-like.,,
paq610___number_of_days_vigorous_work,untouched,categorical_numeric_or_protected,Protected identifier or low-cardinality numeric code kept as categorical-like.,,
paq620___moderate_work_activity,untouched,categorical_numeric_or_protected,Protected identifier or low-cardinality numeric code kept as categorical-like.,,
paq625___number_of_days_moderate_work,untouched,categorical_numeric_or_protected,Protected identifier or low-cardinality numeric code kept as categorical-like.,,
paq635___walk_or_bicycle,untouched,categorical_numeric_or_protected,Protected identifier or low-cardinality numeric code kept as categorical-like.,,
paq640___number_of_days_walk_or_bicycle,untouched,categorical_numeric_or_protected,Protected identifier or low-cardinality numeric code kept as categorical-like.,,
paq650___vigorous_recreational_activities,untouched,categorical_numeric_or_protected,Protected identifier or low-cardinality numeric code kept as categorical-like.,,
paq655___days_vigorous_recreational_activities,untouched,categorical_numeric_or_protected,Protected identifier or low-cardinality numeric code kept as categorical-like.,,
paq665___moderate_recreational_activities,untouched,categorical_numeric_or_protected,Protected identifier or low-cardinality numeric code kept as categorical-like.,,
paq670___days_moderate_recreational_activities,untouched,categorical_numeric_or_protected,Protected identifier or low-cardinality numeric code kept as categorical-like.,,
prediabetes,untouched,categorical_numeric_or_protected,Protected identifier or low-cardinality numeric code kept as categorical-like.,,
pregnancy_status,untouched,non_numeric,Non-numeric column preserved as-is.,,
rhd043___reason_not_having_regular_periods,untouched,categorical_numeric_or_protected,Protected identifier or low-cardinality numeric code kept as categorical-like.,,
rhd143___are_you_pregnant_now?,untouched,categorical_numeric_or_protected,Protected identifier or low-cardinality numeric code kept as categorical-like.,,
rhd167___total_number_of_deliveries,untouched,categorical_numeric_or_protected,Protected identifier or low-cardinality numeric code kept as categorical-like.,,
rhd280___had_a_hysterectomy?,untouched,categorical_numeric_or_protected,Protected identifier or low-cardinality numeric code kept as categorical-like.,,
rhq020___age_range_at_first_menstrual_period,untouched,categorical_numeric_or_protected,Protected identifier or low-cardinality numeric code kept as categorical-like.,,
rhq031___had_regular_periods_in_past_12_months,untouched,categorical_numeric_or_protected,Protected identifier or low-cardinality numeric code kept as categorical-like.,,
rhq070___age_range_at_last_menstrual_period,untouched,categorical_numeric_or_protected,Protected identifier or low-cardinality numeric code kept as categorical-like.,,
rhq074___tried_for_a_year_to_become_pregnant?,untouched,categorical_numeric_or_protected,Protected identifier or low-cardinality numeric code kept as categorical-like.,,
rhq076___seen_a_dr_b/c_unable_to_become_pregnant?,untouched,categorical_numeric_or_protected,Protected identifier or low-cardinality numeric code kept as categorical-like.,,
rhq078___ever_treated_for_a_pelvic_infection/pid?,untouched,categorical_numeric_or_protected,Protected identifier or low-cardinality numeric code kept as categorical-like.,,
rhq131___ever_been_pregnant?,untouched,categorical_numeric_or_protected,Protected identifier or low-cardinality numeric code kept as categorical-like.,,
rhq160___how_many_times_have_been_pregnant?,untouched,categorical_numeric_or_protected,Protected identifier or low-cardinality numeric code kept as categorical-like.,,
"rhq162___during_pregnancy,_told_you_have_diabetes",untouched,categorical_numeric_or_protected,Protected identifier or low-cardinality numeric code kept as categorical-like.,,
rhq171___how_many_deliveries_live_birth_result?,untouched,categorical_numeric_or_protected,Protected identifier or low-cardinality numeric code kept as categorical-like.,,
rhq172___any_babies_weigh_9_lbs_or_more?,untouched,categorical_numeric_or_protected,Protected identifier or low-cardinality numeric code kept as categorical-like.,,
rhq200___now_breastfeeding_a_child?,untouched,categorical_numeric_or_protected,Protected identifier or low-cardinality numeric code kept as categorical-like.,,
rhq305___had_both_ovaries_removed?,untouched,categorical_numeric_or_protected,Protected identifier or low-cardinality numeric code kept as categorical-like.,,
rhq540___ever_use_female_hormones?,untouched,categorical_numeric_or_protected,Protected identifier or low-cardinality numeric code kept as categorical-like.,,
rhq542a___hormone_pills_used,untouched,categorical_numeric_or_protected,Protected identifier or low-cardinality numeric code kept as categorical-like.,,
rhq542b___hormone_patches_used,untouched,categorical_numeric_or_protected,Protected identifier or low-cardinality numeric code kept as categorical-like.,,
rhq542c___hormone_cream/suppository/injection_used,untouched,categorical_numeric_or_protected,Protected identifier or low-cardinality numeric code kept as categorical-like.,,
rhq554___use_hormone_pills_w/estrogen_only,untouched,categorical_numeric_or_protected,Protected identifier or low-cardinality numeric code kept as categorical-like.,,
rhq570___used_estrogen/progestin_combo_pills,untouched,categorical_numeric_or_protected,Protected identifier or low-cardinality numeric code kept as categorical-like.,,
rxd_disease_list,untouched,non_numeric,Non-numeric column preserved as-is.,,
rxddrgid___generic_drug_code,untouched,non_numeric,Non-numeric column preserved as-is.,,
rxddrug___generic_drug_name,untouched,non_numeric,Non-numeric column preserved as-is.,,
rxdrsc1___icd_10_cm_code_1,untouched,non_numeric,Non-numeric column preserved as-is.,,
rxdrsc2___icd_10_cm_code_2,untouched,non_numeric,Non-numeric column preserved as-is.,,
rxdrsc3___icd_10_cm_code_3,untouched,non_numeric,Non-numeric column preserved as-is.,,
rxdrsd1___icd_10_cm_code_1_description,untouched,non_numeric,Non-numeric column preserved as-is.,,
rxdrsd2___icd_10_cm_code_2_description,untouched,non_numeric,Non-numeric column preserved as-is.,,
rxdrsd3___icd_10_cm_code_3_description,untouched,non_numeric,Non-numeric column preserved as-is.,,
"rxduse___taken_prescription_medicine,_past_month",untouched,categorical_numeric_or_protected,Protected identifier or low-cardinality numeric code kept as categorical-like.,,
rxqseen___medicine_container_seen_by_interviewer,untouched,categorical_numeric_or_protected,Protected identifier or low-cardinality numeric code kept as categorical-like.,,
sleep_disorder,untouched,categorical_numeric_or_protected,Protected identifier or low-cardinality numeric code kept as categorical-like.,,
slq030___how_often_do_you_snore?,untouched,categorical_numeric_or_protected,Protected identifier or low-cardinality numeric code kept as categorical-like.,,
slq040___how_often_do_you_snort_or_stop_breathing,untouched,categorical_numeric_or_protected,Protected identifier or low-cardinality numeric code kept as categorical-like.,,
slq050___ever_told_doctor_had_trouble_sleeping?,untouched,categorical_numeric_or_protected,Protected identifier or low-cardinality numeric code kept as categorical-like.,,
slq300___usual_sleep_time_on_weekdays_or_workdays,untouched,non_numeric,Non-numeric column preserved as-is.,,
slq310___usual_wake_time_on_weekdays_or_workdays,untouched,non_numeric,Non-numeric column preserved as-is.,,
slq320___usual_sleep_time_on_weekends,untouched,non_numeric,Non-numeric column preserved as-is.,,
slq330___usual_wake_time_on_weekends,untouched,non_numeric,Non-numeric column preserved as-is.,,
smaquex2___questionnaire_mode_flag,untouched,categorical_numeric_or_protected,Protected identifier or low-cardinality numeric code kept as categorical-like.,,
smd100fl___cigarette_filter_type,untouched,categorical_numeric_or_protected,Protected identifier or low-cardinality numeric code kept as categorical-like.,,
smd100mn___cigarette_menthol_indicator,untouched,categorical_numeric_or_protected,Protected identifier or low-cardinality numeric code kept as categorical-like.,,
smd630___age_first_smoked_whole_cigarette,untouched,categorical_numeric_or_protected,Protected identifier or low-cardinality numeric code kept as categorical-like.,,
smq020___smoked_at_least_100_cigarettes_in_life,untouched,categorical_numeric_or_protected,Protected identifier or low-cardinality numeric code kept as categorical-like.,,
smq040___do_you_now_smoke_cigarettes?,untouched,categorical_numeric_or_protected,Protected identifier or low-cardinality numeric code kept as categorical-like.,,
smq050u___unit_of_measure_(day/week/month/year),untouched,categorical_numeric_or_protected,Protected identifier or low-cardinality numeric code kept as categorical-like.,,
smq078___how_soon_after_waking_do_you_smoke,untouched,categorical_numeric_or_protected,Protected identifier or low-cardinality numeric code kept as categorical-like.,,
smq621___cigarettes_smoked_in_entire_life,untouched,categorical_numeric_or_protected,Protected identifier or low-cardinality numeric code kept as categorical-like.,,
smq670___tried_to_quit_smoking,untouched,categorical_numeric_or_protected,Protected identifier or low-cardinality numeric code kept as categorical-like.,,
survey_psu,untouched,categorical_numeric_or_protected,Protected identifier or low-cardinality numeric code kept as categorical-like.,,
survey_stratum,untouched,categorical_numeric_or_protected,Protected identifier or low-cardinality numeric code kept as categorical-like.,,
thyroid,untouched,categorical_numeric_or_protected,Protected identifier or low-cardinality numeric code kept as categorical-like.,,
whd080a___ate_less_to_lose_weight,untouched,categorical_numeric_or_protected,Protected identifier or low-cardinality numeric code kept as categorical-like.,,
whd080b___switched_to_foods_with_lower_calories,untouched,categorical_numeric_or_protected,Protected identifier or low-cardinality numeric code kept as categorical-like.,,
whd080c___ate_less_fat_to_lose_weight,untouched,categorical_numeric_or_protected,Protected identifier or low-cardinality numeric code kept as categorical-like.,,
whd080d___exercised_to_lose_weight,untouched,categorical_numeric_or_protected,Protected identifier or low-cardinality numeric code kept as categorical-like.,,
whd080e___skipped_meals,untouched,categorical_numeric_or_protected,Protected identifier or low-cardinality numeric code kept as categorical-like.,,
whd080f___ate_diet_foods_or_products,untouched,categorical_numeric_or_protected,Protected identifier or low-cardinality numeric code kept as categorical-like.,,
whd080g___used_a_liquid_diet_formula,untouched,categorical_numeric_or_protected,Protected identifier or low-cardinality numeric code kept as categorical-like.,,
whd080h___joined_a_weight_loss_program,untouched,categorical_numeric_or_protected,Protected identifier or low-cardinality numeric code kept as categorical-like.,,
whd080i___took_prescription_diet_pills,untouched,categorical_numeric_or_protected,Protected identifier or low-cardinality numeric code kept as categorical-like.,,
whd080j___took_non_rx_suppl._to_lose_weight,untouched,categorical_numeric_or_protected,Protected identifier or low-cardinality numeric code kept as categorical-like.,,
whd080k___took_laxatives_or_vomited,untouched,categorical_numeric_or_protected,Protected identifier or low-cardinality numeric code kept as categorical-like.,,
whd080l___other,untouched,categorical_numeric_or_protected,Protected identifier or low-cardinality numeric code kept as categorical-like.,,
whd080m___drank_a_lot_of_water,untouched,categorical_numeric_or_protected,Protected identifier or low-cardinality numeric code kept as categorical-like.,,
whd080n___followed_a_special_diet,untouched,categorical_numeric_or_protected,Protected identifier or low-cardinality numeric code kept as categorical-like.,,
whd080o___ate_fewer_carbohydrates,untouched,categorical_numeric_or_protected,Protected identifier or low-cardinality numeric code kept as categorical-like.,,
whd080p___started_to_smoke_or_began_to_smoke_again,untouched,categorical_numeric_or_protected,Protected identifier or low-cardinality numeric code kept as categorical-like.,,
"whd080q___ate_more_fruits,_vegetables,_salads",untouched,categorical_numeric_or_protected,Protected identifier or low-cardinality numeric code kept as categorical-like.,,
whd080r___changed_eating_habits,untouched,categorical_numeric_or_protected,Protected identifier or low-cardinality numeric code kept as categorical-like.,,
"whd080s___ate_less_sugar,_candy,_sweets",untouched,categorical_numeric_or_protected,Protected identifier or low-cardinality numeric code kept as categorical-like.,,
whd080t___ate_less_junk_food_or_fast_food,untouched,categorical_numeric_or_protected,Protected identifier or low-cardinality numeric code kept as categorical-like.,,
whd080u___had_weight_loss_surgery_to_lose_weight,untouched,categorical_numeric_or_protected,Protected identifier or low-cardinality numeric code kept as categorical-like.,,
whq030___how_do_you_consider_your_weight,untouched,categorical_numeric_or_protected,Protected identifier or low-cardinality numeric code kept as categorical-like.,,
"whq040___like_to_weigh_more,_less_or_same",untouched,categorical_numeric_or_protected,Protected identifier or low-cardinality numeric code kept as categorical-like.,,
whq060___weight_change_intentional,untouched,categorical_numeric_or_protected,Protected identifier or low-cardinality numeric code kept as categorical-like.,,
whq070___tried_to_lose_weight_in_past_year,untouched,categorical_numeric_or_protected,Protected identifier or low-cardinality numeric code kept as categorical-like.,,
whq225___times_lost_10_lbs_or_more_to_lose_weight,untouched,categorical_numeric_or_protected,Protected identifier or low-cardinality numeric code kept as categorical-like.,,
LBD17HSI_17a_hydroxyprogesterone_nmol_l,zscore_normalize,sex_age_stratified_zscore_with_gender_then_global_fallback,Continuous numeric column without a curated reference rule.,,
LBDAMHSI_anti_mullerian_hormone_pmol_l,zscore_normalize,sex_age_stratified_zscore_with_gender_then_global_fallback,Continuous numeric column without a curated reference rule.,,
LBDANDSI_androstenedione_nmol_l,zscore_normalize,sex_age_stratified_zscore_with_gender_then_global_fallback,Continuous numeric column without a curated reference rule.,,
LBDBCDSI_blood_cadmium_nmol_l,zscore_normalize,sex_age_stratified_zscore_with_gender_then_global_fallback,Continuous numeric column without a curated reference rule.,,
LBDBCOSI_cobalt_nmol_l,zscore_normalize,sex_age_stratified_zscore_with_gender_then_global_fallback,Continuous numeric column without a curated reference rule.,,
LBDBCRSI_chromium_nmol_l,zscore_normalize,sex_age_stratified_zscore_with_gender_then_global_fallback,Continuous numeric column without a curated reference rule.,,
LBDBGESI_mercury_ethyl_nmol_l,zscore_normalize,sex_age_stratified_zscore_with_gender_then_global_fallback,Continuous numeric column without a curated reference rule.,,
LBDBGMSI_mercury_methyl_nmol_l,zscore_normalize,sex_age_stratified_zscore_with_gender_then_global_fallback,Continuous numeric column without a curated reference rule.,,
LBDBMNSI_blood_manganese_nmol_l,zscore_normalize,sex_age_stratified_zscore_with_gender_then_global_fallback,Continuous numeric column without a curated reference rule.,,
LBDBPBSI_blood_lead_umol_l,zscore_normalize,sex_age_stratified_zscore_with_gender_then_global_fallback,Continuous numeric column without a curated reference rule.,,
LBDBSESI_blood_selenium_umol_l,zscore_normalize,sex_age_stratified_zscore_with_gender_then_global_fallback,Continuous numeric column without a curated reference rule.,,
LBDEONO_eosinophils_number_1000_cells_ul,zscore_normalize,sex_age_stratified_zscore_with_gender_then_global_fallback,Continuous numeric column without a curated reference rule.,,
LBDES1SI_estrone_sulfate_pmol_l,zscore_normalize,sex_age_stratified_zscore_with_gender_then_global_fallback,Continuous numeric column without a curated reference rule.,,
LBDESOSI_estrone_pmol_l,zscore_normalize,sex_age_stratified_zscore_with_gender_then_global_fallback,Continuous numeric column without a curated reference rule.,,
LBDESTSI_estradiol_pmol_l,zscore_normalize,sex_age_stratified_zscore_with_gender_then_global_fallback,Continuous numeric column without a curated reference rule.,,
LBDFERSI_ferritin_ug_l,zscore_normalize,sex_age_stratified_zscore_with_gender_then_global_fallback,Continuous numeric column without a curated reference rule.,,
LBDFOTSI_serum_total_folate_nmol_l,zscore_normalize,sex_age_stratified_zscore_with_gender_then_global_fallback,Continuous numeric column without a curated reference rule.,,
LBDFOT_serum_total_folate_ng_ml,zscore_normalize,sex_age_stratified_zscore_with_gender_then_global_fallback,Continuous numeric column without a curated reference rule.,,
LBDGLUSI_fasting_glucose_mmol_l,zscore_normalize,sex_age_stratified_zscore_with_gender_then_global_fallback,Continuous numeric column without a curated reference rule.,,
LBDHDDSI_direct_hdl_cholesterol_mmol_l,zscore_normalize,sex_age_stratified_zscore_with_gender_then_global_fallback,Continuous numeric column without a curated reference rule.,,
LBDIHGSI_mercury_inorganic_nmol_l,zscore_normalize,sex_age_stratified_zscore_with_gender_then_global_fallback,Continuous numeric column without a curated reference rule.,,
LBDINSI,zscore_normalize,sex_age_stratified_zscore_with_gender_then_global_fallback,Continuous numeric column without a curated reference rule.,,
LBDIRNSI_iron_frozen_serum_umol_l,zscore_normalize,sex_age_stratified_zscore_with_gender_then_global_fallback,Continuous numeric column without a curated reference rule.,,
LBDLDLM_ldl_cholesterol_martin_hopkins_mg_dl,zscore_normalize,sex_age_stratified_zscore_with_gender_then_global_fallback,Continuous numeric column without a curated reference rule.,,
LBDLDLN_ldl_cholesterol_nih_equation_2_mg_dl,zscore_normalize,sex_age_stratified_zscore_with_gender_then_global_fallback,Continuous numeric column without a curated reference rule.,,
LBDLDLSI_ldl_cholesterol_friedewald_mmol_l,zscore_normalize,sex_age_stratified_zscore_with_gender_then_global_fallback,Continuous numeric column without a curated reference rule.,,
LBDLDMSI_ldl_cholesterol_martin_hopkins_mmol_l,zscore_normalize,sex_age_stratified_zscore_with_gender_then_global_fallback,Continuous numeric column without a curated reference rule.,,
LBDLDNSI_ldl_cholesterol_nih_equation_2_mmol_l,zscore_normalize,sex_age_stratified_zscore_with_gender_then_global_fallback,Continuous numeric column without a curated reference rule.,,
LBDLYMNO_lymphocyte_number_1000_cells_ul,zscore_normalize,sex_age_stratified_zscore_with_gender_then_global_fallback,Continuous numeric column without a curated reference rule.,,
LBDMONO_monocyte_number_1000_cells_ul,zscore_normalize,sex_age_stratified_zscore_with_gender_then_global_fallback,Continuous numeric column without a curated reference rule.,,
LBDNENO_segmented_neutrophils_num_1000_cell_ul,zscore_normalize,sex_age_stratified_zscore_with_gender_then_global_fallback,Continuous numeric column without a curated reference rule.,,
LBDPG4SI_progesterone_nmol_l,zscore_normalize,sex_age_stratified_zscore_with_gender_then_global_fallback,Continuous numeric column without a curated reference rule.,,
LBDRFOSI_rbc_folate_nmol_l,zscore_normalize,sex_age_stratified_zscore_with_gender_then_global_fallback,Continuous numeric column without a curated reference rule.,,
LBDRFO_rbc_folate_ng_ml,zscore_normalize,sex_age_stratified_zscore_with_gender_then_global_fallback,Continuous numeric column without a curated reference rule.,,
LBDSALSI_albumin_refrigerated_serum_g_l,zscore_normalize,sex_age_stratified_zscore_with_gender_then_global_fallback,Continuous numeric column without a curated reference rule.,,
LBDSBUSI_blood_urea_nitrogen_mmol_l,zscore_normalize,sex_age_stratified_zscore_with_gender_then_global_fallback,Continuous numeric column without a curated reference rule.,,
LBDSCASI_total_calcium_mmol_l,zscore_normalize,sex_age_stratified_zscore_with_gender_then_global_fallback,Continuous numeric column without a curated reference rule.,,
LBDSCHSI_cholesterol_refrigerated_serum_mmol_l,zscore_normalize,sex_age_stratified_zscore_with_gender_then_global_fallback,Continuous numeric column without a curated reference rule.,,
LBDSCRSI_creatinine_refrigerated_serum_umol_l,zscore_normalize,sex_age_stratified_zscore_with_gender_then_global_fallback,Continuous numeric column without a curated reference rule.,,
LBDSGBSI_globulin_g_l,zscore_normalize,sex_age_stratified_zscore_with_gender_then_global_fallback,Continuous numeric column without a curated reference rule.,,
LBDSGLSI_glucose_refrigerated_serum_mmol_l,zscore_normalize,sex_age_stratified_zscore_with_gender_then_global_fallback,Continuous numeric column without a curated reference rule.,,
LBDSIRSI_iron_refrigerated_serum_umol_l,zscore_normalize,sex_age_stratified_zscore_with_gender_then_global_fallback,Continuous numeric column without a curated reference rule.,,
LBDSPHSI_phosphorus_mmol_l,zscore_normalize,sex_age_stratified_zscore_with_gender_then_global_fallback,Continuous numeric column without a curated reference rule.,,
LBDSTBSI_total_bilirubin_umol_l,zscore_normalize,sex_age_stratified_zscore_with_gender_then_global_fallback,Continuous numeric column without a curated reference rule.,,
LBDSTPSI_total_protein_g_l,zscore_normalize,sex_age_stratified_zscore_with_gender_then_global_fallback,Continuous numeric column without a curated reference rule.,,
LBDSTRSI_triglycerides_refrig_serum_mmol_l,zscore_normalize,sex_age_stratified_zscore_with_gender_then_global_fallback,Continuous numeric column without a curated reference rule.,,
LBDSUASI_uric_acid_umol_l,zscore_normalize,sex_age_stratified_zscore_with_gender_then_global_fallback,Continuous numeric column without a curated reference rule.,,
LBDTCSI_total_cholesterol_mmol_l,zscore_normalize,sex_age_stratified_zscore_with_gender_then_global_fallback,Continuous numeric column without a curated reference rule.,,
LBDTFRSI_transferrin_receptor_nmol_l,zscore_normalize,sex_age_stratified_zscore_with_gender_then_global_fallback,Continuous numeric column without a curated reference rule.,,
LBDTHGSI_blood_mercury_total_nmol_l,zscore_normalize,sex_age_stratified_zscore_with_gender_then_global_fallback,Continuous numeric column without a curated reference rule.,,
LBDTIBSI_tot_iron_binding_capacity_tibc_umol_l,zscore_normalize,sex_age_stratified_zscore_with_gender_then_global_fallback,Continuous numeric column without a curated reference rule.,,
LBDTRSI_triglyceride_mmol_l,zscore_normalize,sex_age_stratified_zscore_with_gender_then_global_fallback,Continuous numeric column without a curated reference rule.,,
LBDUIBSI_uibc_serum_umol_l,zscore_normalize,sex_age_stratified_zscore_with_gender_then_global_fallback,Continuous numeric column without a curated reference rule.,,
LBX17H_17a_hydroxyprogesterone_ng_dl,zscore_normalize,sex_age_stratified_zscore_with_gender_then_global_fallback,Continuous numeric column without a curated reference rule.,,
LBX2DF_blood_2_5_dimethylfuran_ng_ml,zscore_normalize,sex_age_stratified_zscore_with_gender_then_global_fallback,Continuous numeric column without a curated reference rule.,,
LBXAMH_anti_mullerian_hormone_ng_ml,zscore_normalize,sex_age_stratified_zscore_with_gender_then_global_fallback,Continuous numeric column without a curated reference rule.,,
LBXAND_androstenedione_ng_dl,zscore_normalize,sex_age_stratified_zscore_with_gender_then_global_fallback,Continuous numeric column without a curated reference rule.,,
LBXBAPCT_basophils_percent,zscore_normalize,sex_age_stratified_zscore_with_gender_then_global_fallback,Continuous numeric column without a curated reference rule.,,
LBXBCD_blood_cadmium_ug_l,zscore_normalize,sex_age_stratified_zscore_with_gender_then_global_fallback,Continuous numeric column without a curated reference rule.,,
LBXBCO_cobalt_ug_l,zscore_normalize,sex_age_stratified_zscore_with_gender_then_global_fallback,Continuous numeric column without a curated reference rule.,,
LBXBCR_chromium_ug_l,zscore_normalize,sex_age_stratified_zscore_with_gender_then_global_fallback,Continuous numeric column without a curated reference rule.,,
LBXBGE_mercury_ethyl_ug_l,zscore_normalize,sex_age_stratified_zscore_with_gender_then_global_fallback,Continuous numeric column without a curated reference rule.,,
LBXBGM_mercury_methyl_ug_l,zscore_normalize,sex_age_stratified_zscore_with_gender_then_global_fallback,Continuous numeric column without a curated reference rule.,,
LBXBMN_blood_manganese_ug_l,zscore_normalize,sex_age_stratified_zscore_with_gender_then_global_fallback,Continuous numeric column without a curated reference rule.,,
LBXBPB_blood_lead_ug_dl,zscore_normalize,sex_age_stratified_zscore_with_gender_then_global_fallback,Continuous numeric column without a curated reference rule.,,
LBXBSE_blood_selenium_ug_l,zscore_normalize,sex_age_stratified_zscore_with_gender_then_global_fallback,Continuous numeric column without a curated reference rule.,,
LBXCOT_cotinine_serum_ng_ml,zscore_normalize,sex_age_stratified_zscore_with_gender_then_global_fallback,Continuous numeric column without a curated reference rule.,,
LBXEOA_ethylene_oxide_pmol_g_hb,zscore_normalize,sex_age_stratified_zscore_with_gender_then_global_fallback,Continuous numeric column without a curated reference rule.,,
LBXEOPCT_eosinophils_percent,zscore_normalize,sex_age_stratified_zscore_with_gender_then_global_fallback,Continuous numeric column without a curated reference rule.,,
LBXES1_estrone_sulfate_pg_ml,zscore_normalize,sex_age_stratified_zscore_with_gender_then_global_fallback,Continuous numeric column without a curated reference rule.,,
LBXESO_estrone_ng_dl,zscore_normalize,sex_age_stratified_zscore_with_gender_then_global_fallback,Continuous numeric column without a curated reference rule.,,
LBXEST_estradiol_pg_ml,zscore_normalize,sex_age_stratified_zscore_with_gender_then_global_fallback,Continuous numeric column without a curated reference rule.,,
LBXFSH_follicle_stimulating_hormone_miu_ml,zscore_normalize,sex_age_stratified_zscore_with_gender_then_global_fallback,Continuous numeric column without a curated reference rule.,,
LBXHCOT_hydroxycotinine_serum_ng_ml,zscore_normalize,sex_age_stratified_zscore_with_gender_then_global_fallback,Continuous numeric column without a curated reference rule.,,
LBXIHG_mercury_inorganic_ug_l,zscore_normalize,sex_age_stratified_zscore_with_gender_then_global_fallback,Continuous numeric column without a curated reference rule.,,
LBXIN,zscore_normalize,sex_age_stratified_zscore_with_gender_then_global_fallback,Continuous numeric column without a curated reference rule.,,
LBXLUH_luteinizing_hormone_miu_ml,zscore_normalize,sex_age_stratified_zscore_with_gender_then_global_fallback,Continuous numeric column without a curated reference rule.,,
